query,no,token,pos
전주 여행,17,다릅니다,VA+EC
전주 여행,17,맛집,NNG
전주 여행,17,국내,NNG
전주 여행,17,전,NNG
전주 여행,17,주달,NNG
전주 여행,17,봉,NNG
전주 여행,17,이,JKS
전주 여행,17,달,NNG
전주 여행,17,봉,NNG
전주 여행,17,티비,NNG
전주 여행,17,코스,NNG
전주 여행,17,가,JKS
전주 여행,17,볼,VV+ETM
전주 여행,17,만,NNB
전주 여행,17,한,XSA+ETM
전주 여행,17,곳,NNG
전주 여행,17,여수,NNG
전주 여행,17,여수,NNG
전주 여행,17,가,JKS
전주 여행,17,볼,VV+ETM
전주 여행,17,만,NNB
전주 여행,17,한,XSA+ETM
전주 여행,17,곳,NNB
전주 여행,17,제주,NNP
전주 여행,17,도,JX
전주 여행,18,1,SN
전주 여행,18,박,NNBC
전주 여행,18,2,SN
전주 여행,18,일,NNBC
전주 여행,18,커플,NNG
전주 여행,18,에,JKB
전주 여행,18,대해,VV+EC
전주 여행,18,도움,NNG
전주 여행,18,을,JKO
전주 여행,18,드릴게요,VV+EC
전주 여행,18,1,SN
전주 여행,18,남자,NNG
전주 여행,18,친구,NNG
전주 여행,18,의,JKG
전주 여행,18,차,NNG
전주 여행,18,를,JKO
전주 여행,18,이용,NNG
전주 여행,18,할지,XSV+EC
전주 여행,18,KTX,SL
전주 여행,18,를,JKO
전주 여행,18,이용,NNG
전주 여행,18,할지,XSV+EC
전주 여행,18,에,JKB
전주 여행,18,대해서,VV+EC
전주 여행,18,는,JX
전주 여행,18,여러,MM
전주 여행,18,가지,NNBC
전주 여행,18,요소,NNG
전주 여행,18,를,JKO
전주 여행,18,고려,NNG
전주 여행,18,해,XSV+EC
전주 여행,18,보,VX
전주 여행,18,셔야,EP+EC
전주 여행,18,합니다,VX+EF
전주 여행,18,만약,MAG
전주 여행,18,교통,NNG
전주 여행,18,체증,NNG
전주 여행,18,이,JKS
전주 여행,18,예상,NNG
전주 여행,18,되,XSV
전주 여행,18,는,ETM
전주 여행,18,날짜,NNG
전주 여행,18,라면,VCP+EC
전주 여행,18,KTX,SL
전주 여행,18,를,JKO
전주 여행,18,이용,NNG
전주 여행,18,하,XSV
전주 여행,18,는,ETM
전주 여행,18,것,NNB
전주 여행,18,이,JKS
전주 여행,18,편할,VA+ETM
전주 여행,18,수,NNB
전주 여행,18,있,VV
전주 여행,18,습니다,EF
전주 여행,18,또한,MAJ
전주 여행,18,남자,NNG
전주 여행,18,친구,NNG
전주 여행,18,의,NNG
전주 여행,19,가족,NNG
전주 여행,19,코스,NNG
전주 여행,19,문,NNG
전주 여행,19,의,JKG
전주 여행,19,드려요,VV+EF
전주 여행,19,!,SF
전주 여행,19,맛집,NNG
전주 여행,19,국내,NNG
전주 여행,19,전,NNG
전주 여행,19,주달,NNG
전주 여행,19,봉,NNG
전주 여행,19,이,JKS
전주 여행,19,달,NNG
전주 여행,19,봉,NNG
전주 여행,19,티비,NNG
전주 여행,19,코스,NNG
전주 여행,19,가,JKS
전주 여행,19,볼,VV+ETM
전주 여행,19,만,NNB
전주 여행,19,한,XSA+ETM
전주 여행,19,곳,NNG
전주 여행,19,여수,NNG
전주 여행,19,여수,NNG
전주 여행,19,가,JKS
전주 여행,19,볼,VV+ETM
전주 여행,19,만,NNB
전주 여행,19,한,XSA+ETM
전주 여행,19,곳,NNB
전주 여행,19,제주,NNP
전주 여행,19,도,JX
전주 여행,19,제주도,NNP
전주 여행,19,가,JKS
전주 여행,19,볼,VV+ETM
전주 여행,19,만,NNB
전주 여행,19,한,XSA+ETM
전주 여행,19,곳,NNG
전주 여행,19,전문,NNG
전주 여행,19,인,VCP+ETM
전주 여행,19,플,NNG
전주 여행,19,루,JKB
전주 여행,19,언서,NNG
전주 여행,19,전,NNG
전주 여행,19,주달,NNG
전주 여행,19,봉이,NNG
전주 여행,19,입니다,VCP+EF
전주 여행,19,코스,NNG
전주 여행,19,는,JX
전주 여행,19,한옥,NNG
전주 여행,19,마을,NNG
전주 여행,19,에서부터,JKB
전주 여행,20,남,NNG
전주 여행,20,해,XSV+EC
전주 여행,20,",",SC
전주 여행,20,남,NNG
전주 여행,20,해,XSV+EC
전주 여행,20,가,VV
전주 여행,20,려는데,EC
전주 여행,20,여행지,NNG
전주 여행,20,와,JC
전주 여행,20,맛집,NNG
전주 여행,20,추천,NNG
전주 여행,20,좀,MAG
전주 여행,20,해,VV+EC
전주 여행,20,주,VX
전주 여행,20,세요,EP+EF
전주 여행,20,보리암,NNP
전주 여행,20,다랭이,NNG
전주 여행,20,굴,NNG
전주 여행,20,독일,NNP
전주 여행,20,마을,NNG
전주 여행,20,한옥마을,NNP
전주 여행,20,빼,VV
전주 여행,20,고,EC
전주 여행,20,두세,MM
전주 여행,20,개,NNBC
전주 여행,20,씩,XSN
전주 여행,20,5,SN
전주 여행,20,명,NNBC
전주 여행,20,이,XSN
전주 여행,20,서,JKS
전주 여행,20,갈,VV+ETM
전주 여행,20,곳,NNG
전주 여행,20,맛집,NNG
전주 여행,20,빨리,MAG
전주 여행,20,추천,NNG
전주 여행,20,해,XSV+EC
전주 여행,20,주,VX
전주 여행,20,세요,EP+EF
전주 여행,20,앞,NNG
전주 여행,20,에,JKB
전주 여행,20,말,NNG
전주 여행,20,했,XSV+EP
전주 여행,20,던,ETM
전주 여행,20,곳,NNG
전주 여행,20,은,JX
전주 여행,20,갈,VV+ETM
전주 여행,20,꺼,NNB+VCP
전주 여행,20,라서,EC
전주 여행,20,추천,NNG
전주 여행,20,안,MAG
전주 여행,20,해,VV+EC
전주 여행,20,주,VX
전주 여행,20,셔도,EP+EC
전주 여행,20,됩니다,VV+EF
전주 여행,20,맛집,NNG
전주 여행,21,2,SN
전주 여행,21,박,NNBC
전주 여행,21,3,SN
전주 여행,21,일,NNBC
전주 여행,21,경비,NNG
전주 여행,21,보통,NNG
전주 여행,21,2,SN
전주 여행,21,박,NNBC
전주 여행,21,3,SN
전주 여행,21,일,NNBC
전주 여행,21,경비,NNG
전주 여행,21,가,JKS
전주 여행,21,얼마,NNG
전주 여행,21,정도,NNG
전주 여행,21,드나,VV
전주 여행,21,요,EC
전주 여행,21,숙소,NNG
전주 여행,21,는,JX
전주 여행,21,1,SN
전주 여행,21,박,NNBC
전주 여행,21,에,JKB
전주 여행,21,13,SN
전주 여행,21,만,NR
전주 여행,21,원,NNBC
전주 여행,21,인데,VCP+EC
전주 여행,21,를,JKO
전주 여행,21,가,VV
전주 여행,21,려고,EC
전주 여행,21,하,VV
전주 여행,21,는,ETM
전주 여행,21,데,NNB
전주 여행,21,비싼,VA+ETM
전주 여행,21,건가요,NNB+VCP+EC
전주 여행,21,질문,NNG
전주 여행,21,에,JKB
전주 여행,21,도움,NNG
전주 여행,21,이,JKS
전주 여행,21,되,VV
전주 여행,21,는,ETM
전주 여행,21,답변,NNG
전주 여행,21,이,JKS
전주 여행,21,되,VV
전주 여행,21,셨,EP+EP
전주 여행,21,길,ETN+JKO
전주 여행,21,바래,VV
전주 여행,21,요,EC
전주 여행,21,2,SN
전주 여행,21,박,NNBC
전주 여행,21,3,SN
전주 여행,21,일,NNBC
전주 여행,21,예산,NNG
전주 여행,21,30,SN
전주 여행,21,만,NR
전주 여행,21,원,NNBC
전주 여행,21,내외,NNG
전주 여행,21,숙소,NNG
전주 여행,21,13,SN
전주 여행,21,만,NR
전주 여행,21,원,NNBC
전주 여행,21,은,JX
전주 여행,21,적당,XR
전주 여행,21,합니다,XSA+EC
전주 여행,22,1,SN
전주 여행,22,박,NNBC
전주 여행,22,2,SN
전주 여행,22,일,NNBC
전주 여행,22,코스,NNG
전주 여행,22,질문,NNG
전주 여행,22,요,JX
전주 여행,22,.,SF
전주 여행,22,코스,NNG
전주 여행,22,한,MM
전주 여행,22,번,NNBC
전주 여행,22,짜,VV+EC
전주 여행,22,주,VX
전주 여행,22,실,EP+ETM
전주 여행,22,분,NNB
전주 여행,22,전라도,NNP
전주 여행,22,쪽,NNB
전주 여행,22,은,JX
전주 여행,22,저,NP
전주 여행,22,도,JX
전주 여행,22,을,JKO
전주 여행,22,간,VV+ETM
전주 여행,22,적,NNB
전주 여행,22,이,JKS
전주 여행,22,없,VA
전주 여행,22,어서,EC
전주 여행,22,맛집,NNG
전주 여행,22,국내,NNG
전주 여행,22,전,NNG
전주 여행,22,주달,NNG
전주 여행,22,봉,NNG
전주 여행,22,이,JKS
전주 여행,22,달,NNG
전주 여행,22,봉,NNG
전주 여행,22,티비,NNG
전주 여행,22,코스,NNG
전주 여행,22,가,JKS
전주 여행,22,볼,VV+ETM
전주 여행,22,만,NNB
전주 여행,22,한,XSA+ETM
전주 여행,22,곳,NNG
전주 여행,22,여수,NNG
전주 여행,22,여수,NNG
전주 여행,22,가,JKS
전주 여행,22,볼,VV+ETM
전주 여행,22,만,NNB
전주 여행,22,한,XSA+ETM
전주 여행,22,곳,NNB
전주 여행,22,제주,NNP
전주 여행,22,도,JX
전주 여행,22,제주도,NNP
전주 여행,22,가,JKS
전주 여행,22,볼,VV+ETM
전주 여행,22,만,NNB
전주 여행,22,한,XSA+ETM
전주 여행,22,곳,NNG
전주 여행,22,전문,NNG
전주 여행,22,인,VCP+ETM
전주 여행,22,플,NNG
전주 여행,22,루,JKB
전주 여행,22,언서,NNG
전주 여행,23,3,SN
전주 여행,23,일,NNBC
전주 여행,23,3,SN
전주 여행,23,일,NNBC
전주 여행,23,간다면,VV+EC
전주 여행,23,총,MM
전주 여행,23,비용,NNG
전주 여행,23,이,JKS
전주 여행,23,얼마,NNG
전주 여행,23,나올까요,VV+EF
전주 여행,23,의,JKG
전주 여행,23,총,MM
전주 여행,23,비용,NNG
전주 여행,23,은,JX
전주 여행,23,여러,MM
전주 여행,23,요소,NNG
전주 여행,23,에,JKB
전주 여행,23,따라,VV+EC
전주 여행,23,달라지,VV
전주 여행,23,지만,EC
전주 여행,23,일반,NNG
전주 여행,23,적,XSN
전주 여행,23,으로,JKB
전주 여행,23,다음,NNG
전주 여행,23,과,JKB
전주 여행,23,같,VA
전주 여행,23,은,ETM
전주 여행,23,항목,NNG
전주 여행,23,들,XSN
전주 여행,23,이,JKS
전주 여행,23,포함,NNG
전주 여행,23,됩니다,XSV+EC
전주 여행,23,1,SN
전주 여행,23,교통비,NNG
전주 여행,23,까지,JX
전주 여행,23,이동,NNG
전주 여행,23,하,XSV
전주 여행,23,기,ETN
전주 여행,23,위한,VV+ETM
전주 여행,23,교통,NNG
전주 여행,23,비용,NNG
전주 여행,23,이,JKS
전주 여행,23,있,VV
전주 여행,23,을,ETM
전주 여행,23,것,NNB
전주 여행,23,입니다,VCP+EF
전주 여행,23,이,NP
전주 여행,23,는,JX
전주 여행,23,하,XSV
전주 여행,23,는,ETM
전주 여행,24,1,SN
전주 여행,24,박,NNBC
전주 여행,24,2,SN
전주 여행,24,일,NNBC
전주 여행,24,5,SN
전주 여행,24,월,NNBC
전주 여행,24,초,NNB
전주 여행,24,에,JKB
전주 여행,24,기차,NNG
전주 여행,24,타,VV
전주 여행,24,고,EC
전주 여행,24,갈,VV+ETM
전주 여행,24,계획,NNG
전주 여행,24,인데,VCP+EC
전주 여행,24,에서,JKB
전주 여행,24,유명,XR
전주 여행,24,한,XSA+ETM
전주 여행,24,명소,NNG
전주 여행,24,랑,JKB
전주 여행,24,맛집,NNG
전주 여행,24,추천,NNG
전주 여행,24,부탁,NNG
전주 여행,24,드려요,VV+EC
전주 여행,24,맛집,NNG
전주 여행,24,국내,NNG
전주 여행,24,전,NNG
전주 여행,24,주달,NNG
전주 여행,24,봉,NNG
전주 여행,24,이,JKS
전주 여행,24,달,NNG
전주 여행,24,봉,NNG
전주 여행,24,티비,NNG
전주 여행,24,코스,NNG
전주 여행,24,가,JKS
전주 여행,24,볼,VV+ETM
전주 여행,24,만,NNB
전주 여행,24,한,XSA+ETM
전주 여행,24,곳,NNG
전주 여행,24,여수,NNG
전주 여행,24,여수,NNG
전주 여행,24,가,JKS
전주 여행,24,볼,VV+ETM
전주 여행,24,만,NNB
전주 여행,24,한,XSA+ETM
전주 여행,24,곳,NNB
전주 여행,24,제주,NNP
전주 여행,24,도,JX
전주 여행,24,제주도,NNP
전주 여행,24,가,JKS
전주 여행,24,볼,VV+ETM
전주 여행,24,만,NNB
전주 여행,24,한,XSA+ETM
전주 여행,24,곳,NNG
전주 여행,25,강아지,NNG
전주 여행,25,와,JKB
전주 여행,25,함께,MAG
전주 여행,25,가능,NNG
전주 여행,25,한,XSA+ETM
전주 여행,25,곳,NNB
전주 여행,25,ㅜ,UNKNOWN
전주 여행,25,갈,VV+ETM
전주 여행,25,껀,NNB+JX
전주 여행,25,데요,EF
전주 여행,25,강아지,NNG
전주 여행,25,같이,MAG
전주 여행,25,동반,NNG
전주 여행,25,할,XSV+ETM
전주 여행,25,꺼,NNB+VCP
전주 여행,25,라서요,EF
전주 여행,25,혹시,MAG
전주 여행,25,강아지,NNG
전주 여행,25,같이,JKB
전주 여행,25,갈,VV+ETM
전주 여행,25,수,NNB
전주 여행,25,있,VV
전주 여행,25,는,ETM
전주 여행,25,곳,NNB
전주 여행,25,좀,MAG
전주 여행,25,알려,VV+EC
전주 여행,25,주,VX
전주 여행,25,세요,EP+EF
전주 여행,25,맛집,NNG
전주 여행,25,이랑,JKB
전주 여행,25,관광,NNG
전주 여행,25,징,NNG
전주 여행,25,반려,NNG
전주 여행,25,동물,NNG
전주 여행,25,1,SN
전주 여행,25,등,NNBC
전주 여행,25,앱,NNG
전주 여행,25,반려,NNG
전주 여행,25,생활,NNG
전주 여행,25,입니다,VCP+EF
전주 여행,25,하늘,NNG
전주 여행,25,이,JKS
전주 여행,25,맑,VA
전주 여행,25,은,ETM
전주 여행,25,가을,NNG
전주 여행,25,에,JKB
전주 여행,25,을,JKO
전주 여행,25,떠나,VV
전주 여행,25,시,EP
전주 여행,25,는군요,EC
전주 여행,25,강아지,NNG
전주 여행,25,랑,JKB
전주 여행,25,함께,MAG
전주 여행,25,더,MAG
전주 여행,25,좋,VA
전주 여행,25,은,ETM
전주 여행,25,추억,NNG
전주 여행,26,완주,NNG
전주 여행,26,맛집,NNG
전주 여행,26,국내,NNG
전주 여행,26,전,NNG
전주 여행,26,주달,NNG
전주 여행,26,봉,NNG
전주 여행,26,이,JKS
전주 여행,26,달,NNG
전주 여행,26,봉,NNG
전주 여행,26,티비,NNG
전주 여행,26,코스,NNG
전주 여행,26,가,JKS
전주 여행,26,볼,VV+ETM
전주 여행,26,만,NNB
전주 여행,26,한,XSA+ETM
전주 여행,26,곳,NNG
전주 여행,26,여수,NNG
전주 여행,26,여수,NNG
전주 여행,26,가,JKS
전주 여행,26,볼,VV+ETM
전주 여행,26,만,NNB
전주 여행,26,한,XSA+ETM
전주 여행,26,곳,NNB
전주 여행,26,제주,NNP
전주 여행,26,도,JX
전주 여행,26,제주도,NNP
전주 여행,26,가,JKS
전주 여행,26,볼,VV+ETM
전주 여행,26,만,NNB
전주 여행,26,한,XSA+ETM
전주 여행,26,곳,NNG
전주 여행,26,전문,NNG
전주 여행,26,인,VCP+ETM
전주 여행,26,플,NNG
전주 여행,26,루,JKB
전주 여행,26,언서,NNG
전주 여행,26,전,NNG
전주 여행,26,주달,NNG
전주 여행,26,봉이,NNG
전주 여행,26,입니다,VCP+EF
전주 여행,26,완주,NNP
전주 여행,26,어느,MM
전주 여행,26,쪽,NNB
전주 여행,26,을,JKO
전주 여행,26,하,XSV
전주 여행,26,느냐,EC
전주 여행,26,에,JKB
전주 여행,26,따라,VV+EC
전주 여행,27,3,SN
전주 여행,27,박,NNBC
전주 여행,27,4,SN
전주 여행,27,일,NNBC
전주 여행,27,부탁,NNG
전주 여행,27,드립니다,VV+EC
전주 여행,27,맛집,NNG
전주 여행,27,국내,NNG
전주 여행,27,전,NNG
전주 여행,27,주달,NNG
전주 여행,27,봉,NNG
전주 여행,27,이,JKS
전주 여행,27,달,NNG
전주 여행,27,봉,NNG
전주 여행,27,티비,NNG
전주 여행,27,코스,NNG
전주 여행,27,가,JKS
전주 여행,27,볼,VV+ETM
전주 여행,27,만,NNB
전주 여행,27,한,XSA+ETM
전주 여행,27,곳,NNG
전주 여행,27,여수,NNG
전주 여행,27,여수,NNG
전주 여행,27,가,JKS
전주 여행,27,볼,VV+ETM
전주 여행,27,만,NNB
전주 여행,27,한,XSA+ETM
전주 여행,27,곳,NNB
전주 여행,27,제주,NNP
전주 여행,27,도,JX
전주 여행,27,제주도,NNP
전주 여행,27,가,JKS
전주 여행,27,볼,VV+ETM
전주 여행,27,만,NNB
전주 여행,27,한,XSA+ETM
전주 여행,27,곳,NNG
전주 여행,27,전문,NNG
전주 여행,27,인,VCP+ETM
전주 여행,27,플,NNG
전주 여행,27,루,JKB
전주 여행,27,언서,NNG
전주 여행,27,전,NNG
전주 여행,27,주달,NNG
전주 여행,27,봉이,NNG
전주 여행,27,입니다,VCP+EF
전주 여행,27,코스,NNG
전주 여행,27,는,JX
전주 여행,28,갈려고,VV+EC
전주 여행,28,하,VV
전주 여행,28,는데,EC
전주 여행,28,맛집,NNG
전주 여행,28,국내,NNG
전주 여행,28,전,NNG
전주 여행,28,주달,NNG
전주 여행,28,봉,NNG
전주 여행,28,이,JKS
전주 여행,28,달,NNG
전주 여행,28,봉,NNG
전주 여행,28,티비,NNG
전주 여행,28,코스,NNG
전주 여행,28,가,JKS
전주 여행,28,볼,VV+ETM
전주 여행,28,만,NNB
전주 여행,28,한,XSA+ETM
전주 여행,28,곳,NNG
전주 여행,28,여수,NNG
전주 여행,28,여수,NNG
전주 여행,28,가,JKS
전주 여행,28,볼,VV+ETM
전주 여행,28,만,NNB
전주 여행,28,한,XSA+ETM
전주 여행,28,곳,NNB
전주 여행,28,제주,NNP
전주 여행,28,도,JX
전주 여행,28,제주도,NNP
전주 여행,28,가,JKS
전주 여행,28,볼,VV+ETM
전주 여행,28,만,NNB
전주 여행,28,한,XSA+ETM
전주 여행,28,곳,NNG
전주 여행,28,전문,NNG
전주 여행,28,인,VCP+ETM
전주 여행,28,플,NNG
전주 여행,28,루,JKB
전주 여행,28,언서,NNG
전주 여행,28,전,NNG
전주 여행,28,주달,NNG
전주 여행,28,봉이,NNG
전주 여행,28,입니다,VCP+EF
전주 여행,28,코스,NNG
전주 여행,28,는,JX
전주 여행,28,한옥,NNG
전주 여행,28,마을,NNG
전주 여행,28,에서부터,JKB
전주 여행,28,시작,NNG
전주 여행,28,을,JKO
전주 여행,29,당일치기,NNG
전주 여행,29,혼자,NNG
전주 여행,29,코스,NNG
전주 여행,29,추천,NNG
전주 여행,29,박물관,NNG
전주 여행,29,미술관,NNG
전주 여행,29,지역,NNG
전주 여행,29,공간,NNG
전주 여행,29,을,JKO
전주 여행,29,스토리,NNG
전주 여행,29,로,JKB
전주 여행,29,엮,VV
전주 여행,29,어,EC
전주 여행,29,안내,NNG
전주 여행,29,하,XSV
전주 여행,29,는,ETM
전주 여행,29,해설,NNG
전주 여행,29,형,XSN
전주 여행,29,문화,NNG
전주 여행,29,코스,NNG
전주 여행,29,노,VV
전주 여행,29,쇼,EC
전주 여행,29,방지,NNG
전주 여행,29,를,JKO
전주 여행,29,위해,VV+EC
전주 여행,29,5,SN
전주 여행,29,천,NR
전주 여행,29,원,NNBC
전주 여행,29,예약금,NNG
전주 여행,29,만,JX
전주 여행,29,결제,NNG
전주 여행,29,하,XSV
전주 여행,29,고,EC
전주 여행,29,현장,NNG
전주 여행,29,에서,JKB
전주 여행,29,5,SN
전주 여행,29,천,NR
전주 여행,29,천,NR
전주 여행,29,원,NNBC
전주 여행,29,상당,NNG
전주 여행,29,음료,NNG
전주 여행,29,기프,NNP
전주 여행,29,티,NNG
전주 여행,29,콘,NNG
전주 여행,29,으로,JKB
전주 여행,29,환급,NNG
전주 여행,29,선착순,NNG
전주 여행,29,마감,NNG
전주 여행,29,이,VCP
전주 여행,29,라,EC
전주 여행,29,계획,NNG
전주 여행,29,있,VV
전주 여행,29,으신,EP+ETM
전주 여행,29,분,NNB
전주 여행,29,들,XSN
전주 여행,29,은,JX
전주 여행,30,.,SF
전주 여행,30,.,SY
전주 여행,30,맛집,NNG
전주 여행,30,국내,NNG
전주 여행,30,전,NNG
전주 여행,30,주달,NNG
전주 여행,30,봉,NNG
전주 여행,30,이,JKS
전주 여행,30,달,NNG
전주 여행,30,봉,NNG
전주 여행,30,티비,NNG
전주 여행,30,코스,NNG
전주 여행,30,가,JKS
전주 여행,30,볼,VV+ETM
전주 여행,30,만,NNB
전주 여행,30,한,XSA+ETM
전주 여행,30,곳,NNG
전주 여행,30,여수,NNG
전주 여행,30,여수,NNG
전주 여행,30,가,JKS
전주 여행,30,볼,VV+ETM
전주 여행,30,만,NNB
전주 여행,30,한,XSA+ETM
전주 여행,30,곳,NNB
전주 여행,30,제주,NNP
전주 여행,30,도,JX
전주 여행,30,제주도,NNP
전주 여행,30,가,JKS
전주 여행,30,볼,VV+ETM
전주 여행,30,만,NNB
전주 여행,30,한,XSA+ETM
전주 여행,30,곳,NNG
전주 여행,30,전문,NNG
전주 여행,30,인,VCP+ETM
전주 여행,30,플,NNG
전주 여행,30,루,JKB
전주 여행,30,언서,NNG
전주 여행,30,전,NNG
전주 여행,30,주달,NNG
전주 여행,30,봉이,NNG
전주 여행,30,입니다,VCP+EF
전주 여행,30,전,NP+JX
전주 여행,30,주,VX
전주 여행,30,는,ETM
전주 여행,30,대중교통,NNG
전주 여행,30,이나,JC
전주 여행,30,택시,NNG
전주 여행,30,이용,NNG
전주 여행,30,하,XSV
전주 여행,30,시,EP
전주 여행,30,는,ETM
전주 여행,30,걸,NNB+JKO
전주 여행,31,코스,NNG
전주 여행,31,좀,MAG
전주 여행,31,짜,VV+EC
전주 여행,31,주,VX
전주 여행,31,세요,EP+EF
전주 여행,31,ㅜㅜ,UNKNOWN
전주 여행,31,코스,NNG
전주 여행,31,를,JKO
전주 여행,31,짜,VV+EC
전주 여행,31,드릴,VX+ETM
전주 여행,31,수,NNB
전주 여행,31,있,VV
전주 여행,31,습니다,EF
전주 여행,31,전,NP+JX
전주 여행,31,주,VX
전주 여행,31,는,ETM
전주 여행,31,역사,NNG
전주 여행,31,적,XSN
전주 여행,31,인,VCP+ETM
전주 여행,31,유적지,NNG
전주 여행,31,와,JC
전주 여행,31,전통문화,NNG
전주 여행,31,가,JKS
전주 여행,31,빛나,VV
전주 여행,31,는,ETM
전주 여행,31,곳,NNG
전주 여행,31,으로,JKB
전주 여행,31,유명,XR
전주 여행,31,한데요,XSA+EF
전주 여행,31,먼저,MAG
전주 여행,31,한옥마을,NNP
전주 여행,31,을,JKO
전주 여행,31,방문,NNG
전주 여행,31,하,XSV
전주 여행,31,시,EP
전주 여행,31,면,EC
전주 여행,31,한,MM
전주 여행,31,옥,NNG
전주 여행,31,의,JKG
